"PublishedIndicatorDetailId","PublishedIndicatorId","SourceIndicatorDetailId","IsMain","NameEN","NameAR","DefinationEN","DefinationAR","LabelEN","LabelAR","Format","BaseLineValue","BaseLineYear","TargetValue","TargetYear","DwhIndicatorName","ApplyUsdToQarConversion","ShowOutlook","FileName","UnitId","UnitEN","UnitAR","UnitCode","PolarityId","PolarityEN","PolarityAR","PolarityCode","ValueTypeId","ValueTypeEN","ValueTypeAR","ValueTypeCode","DataSourceId","DataSourceEN","DataSourceAR","DataSourceCode","AggregationTypeId","AggregationTypeEN","AggregationTypeAR","AggregationTypeCode","InputMethodId","InputMethodEN","InputMethodAR","InputMethodCode","CreatedAt","UpdatedAt"
"d2d5b3c8-73db-4317-eb9a-08ddb722adc5","1e2db018-2e23-49bc-b58b-08ddb722adc3","b2913365-07e2-46cb-9b46-2978911e5950","True","Number of Events-2","Number of Events-1","-","-","Number of Events-2","Number of Events-1","0","26","2020","","","","False","False","","3d027509-2bb6-4915-b218-63311478fc3a","NA","غير متاح","NA","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","fa20ce3a-fc95-470c-983e-86d3e250a2fb","Investment Promotions Agency","وكالة ترويج الاستثمار","","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 2:02:21 PM",""
"c226a987-fd7f-434f-eb9b-08ddb722adc5","59f286b6-d682-4889-b58c-08ddb722adc3","83a00363-2939-4e43-9003-e3d8c05d80b5","True","Number of Policy Publications-1","Number of Policy Publications-2","-","-","Number of Policy Publications-1","Number of Policy Publications-2","0","5","2020","","","","False","False","","3d027509-2bb6-4915-b218-63311478fc3a","NA","غير متاح","NA","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","fa20ce3a-fc95-470c-983e-86d3e250a2fb","Investment Promotions Agency","وكالة ترويج الاستثمار","","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","6/30/2025 2:03:12 PM",""
"8b08b5c6-1021-46a4-da1c-08ddbd8c9c42","311f3407-e32c-4171-0464-08ddbd8c9c38","f7773f3b-70d1-4d11-f4fa-08dd8ca67e32","True","Number of Non-Qatari Jobs","عدد وظائف غير القطريين","The Number of Non-Qataris Jobs refers to the total number of employment opportunities filled by individuals who are not Qatari nationals. This includes expatriates working in various sectors within the country. The data helps assess the role of foreign workers in the labor market and highlights the level of reliance on non-citizen labor in various industries","يقيس مؤشر عدد الوظائف لغير القطريين في قطاع النقل والتخزين الوظائف التي يشغلها الوافدين غير  القطريين  ، ويشمل ذلك العاملين في مختلف القطاعات داخل الدولة. تساعد هذه البيانات في تقييم دور العمالة الأجنبية في سوق العمل وتسلط الضوء على مستوى الاعتماد على العمالة غير القطرية في مختلف الصناعات","Number of Non-Qatari Jobs","عدد وظائف غير القطريين","0.0","133472","2021","","2030","Number of Non-Qatari Jobs","False","False","","3d027509-2bb6-4915-b218-63311478fc3a","NA","غير متاح","NA","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","603b0af1-70bf-4257-8f57-4861e33ae17c","National Planning Council","المجلس الوطني للتخطيط","npc","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","086235a4-0f6b-48d1-8de3-11218bbbf1fd","Data Warehouse","مستودع البيانات","dwh","7/7/2025 10:53:34 PM",""
"342a4e73-19b3-46cd-31d3-08ddd8aaca14","b954a215-4527-47cf-13d6-08ddd8aaca12","fe8b6a72-ce0d-4de1-f502-08dd8ca67e32","True","Number of Jobs in the Sector","عدد وظائف القطاع","-","-","Number of Jobs in the Sector","عدد وظائف القطاع","0.0k","154","2022","250","2030","","False","False","","6666d77f-957a-4a59-92d4-ba482e3b9ecc","Count","العدد","count","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","603b0af1-70bf-4257-8f57-4861e33ae17c","National Planning Council","المجلس الوطني للتخطيط","npc","7cf442e4-1792-4837-a26c-2b99be6cb3e3","Sum","مجموع","sum","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","8/12/2025 10:07:47 AM",""
"c55ecd3b-24ba-4a68-fd85-08dddd5433de","554f0bf8-a094-4bdd-a7d8-08dddd5433d4","6fe5aebf-10be-4ed7-b59c-9e6ce54d50af","True","Production in high tech greenhouses (share of total production in Greenhouses)","نسبة الزراعات في البيوت المحمية العالية التقنية من الإنتاج","-","-","Production in high tech greenhouses (share of total production in Greenhouses)","نسبة الزراعات في البيوت المحمية العالية التقنية من الإنتاج","0","","2022","35","2030","","False","False","","a4ede074-5957-46ab-a6e6-341e291f2080","%","%","%","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","ed3892f4-3f5f-4085-b005-51e74b745219","Unknown","غير معروف","","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","8/17/2025 1:52:07 PM",""
"122d47f7-8c5c-48a5-fd90-08dddd5433de","92aa796c-b5e1-4f57-a7e2-08dddd5433d4","934558b2-4119-4787-dc1e-08dd8ca6e776","True","Sector Exports","صادرات القطاع (المعلومات والاتصالات)","The value of goods and services whose ownership is transferred from residents of the country to nonresidents. Exports include goods exported for processing and goods purchased in local ports by nonresident carriers and non-monetary gold. Exports of services include all services provided to nonresidents, such as transportation services, tourism, communications, insurance, and financial services, privileges, business, personal, cultural and entertainment, and government services","يقيس مؤشر صادرات القطاع قيمة الإجمالية للسلع والخدمات التي يتم تصديرها من قطاع اقتصادي معين. ويعكس هذا المؤشر حصة الصادرات التي تحققها القطاعات المختلفة مثل التصنيع والزراعة والخدمات    ، بما يسهم في الميزان التجاري للدولة. كما يساعد على تقييم القدرة التنافسية العالمية للقطاعات المختلفة صحتها الاقتصادية    ، وقياس مدى تنوع الأنشطة التصديرية داخل الدولة","Sector Exports (ICT)","صادرات القطاع (المعلومات والاتصالات)","bn0.00","3.24","2021","5.8","2030","Sector Exports (ICT)","False","False","","06b275ce-19b8-4d37-96bd-c0d58533add9","QAR","ر.ق","qar","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","e8901fdc-ee6a-4d68-979e-7a05b06cf6b4","World Trade Organization","منظمة التجارة العالمية","wto","7cf442e4-1792-4837-a26c-2b99be6cb3e3","Sum","مجموع","sum","086235a4-0f6b-48d1-8de3-11218bbbf1fd","Data Warehouse","مستودع البيانات","dwh","8/20/2025 7:57:28 AM",""
"c92b1e43-b445-4e27-eb65-08dddd57848f","7ca07ae2-eec1-4ed0-c7ed-08dddd57848d","a88e43ef-4ab9-4b32-f4f4-08dd8ca67e32","True","Percentage of Online, End-to-End Public Services","نسبة الخدمات العامة عبر الإنترنت من البداية للنهاية","The Percentage of Online End-to-End Public Services indicates the proportion of public services that are fully digital, allowing citizens to complete the entire process online without requiring any in-person visits or paperwork","يشير مؤشر نسبة الخدمات العامة الرقمية الشاملة إلى النسبة المئوية للخدمات العامة التي أصبحت رقمية بالكامل ، مما يتيح للمواطنين إتمام العمليات عبر الإنترنت دون الحاجة إلى زيارات شخصية أو معاملات ورقية","Percentage of Online, End-to-End Public Services","نسبة الخدمات العامة عبر الإنترنت من البداية للنهاية","0.0","65","2020","95","2030","Percentage of Online, End-to-End Public Services","False","False","","a4ede074-5957-46ab-a6e6-341e291f2080","%","%","%","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","02f1cfc6-972e-423d-bfd9-78c787b7831a","United Nations","الأمم المتحدة","un","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","086235a4-0f6b-48d1-8de3-11218bbbf1fd","Data Warehouse","مستودع البيانات","dwh","8/17/2025 11:21:38 AM",""
"364fa699-87c1-4465-eb69-08dddd57848f","b2720098-c079-4302-c7f0-08dddd57848d","46be3545-0141-4002-9288-7269de56f326","True","Number of ICT Companies","عدد شركات الاتصالات وتكنولوجيا المعلومات","-","-","Number of ICT Companies","عدد شركات الاتصالات وتكنولوجيا المعلومات","0","170","2020","500","2030","","False","False","","3d027509-2bb6-4915-b218-63311478fc3a","NA","غير متاح","NA","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","603b0af1-70bf-4257-8f57-4861e33ae17c","National Planning Council","المجلس الوطني للتخطيط","npc","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","8/17/2025 11:27:56 AM",""
"b443b631-ce15-4be0-1038-08dde2343bfd","56117402-dd45-4e84-db60-08dde2343bfa","5108e26d-d136-48d9-8deb-60c6c498313c","True","Private Sector Investment in the Transportation and Storage Sector","استثمار القطاع الخاص في قطاع النقل والتخزين","-","-","Private Sector Investment in the Transportation and Storage Sector","استثمار القطاع الخاص في قطاع النقل والتخزين","0","0","2023","","2025","","False","False","","961dcb1d-b0c4-4e66-8434-8c75e6bb4d12","bn","مليار","bn","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","ed3892f4-3f5f-4085-b005-51e74b745219","Unknown","غير معروف","","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","8/25/2025 8:48:30 AM",""
"0449d68c-23ad-45bf-7ac6-08de049c57c6","f93b4e4c-3855-4ecf-c881-08de049c57c4","a227940d-a306-4044-ebc4-08ddf99d46f8","True","Global Innovation Index Rank","ترتيب دولة قطر في مؤشر الابتكار العالمي","<p>The Global Innovation Index (GII) issued by World Intellectual Property Organization (WIPO). GII is an annual ranking of world economies based on their innovation capacities and results. It evaluates performance through inputs such as institutions, human capital, and infrastructure, and outputs such as knowledge, technology, and creative goods.</p>","<p>مؤشر الابتكار العالمي (GII) هو تصنيف تصدره المنظمة العالمية للملكية الفكرية (الويبو).وهو مؤشر سنوي يقيس اقتصادات العالم وفقًا لقدراتها ونتائجها في مجال الابتكار             ،عبر مدخلات تشمل المؤسسات ورأس المال البشري والبنية التحتية             ،ومخرجات تشمل المعرفة والتكنولوجيا والمنتجات الإبداعية.</p>","Global Innovation Index","مؤشر الابتكار العالمي","00","","","30","2030","","False","False","","8bff6dcb-b878-4602-8580-62f9f223958a","Rank","الترتيب","rank","6b8715ba-be56-493a-8b21-28c104b71b6d","Decrease","انخفاض","decrease","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","a04cf0bf-fece-46c0-aa7d-0ad1e7618a8d","Haver Analytics","هافر أناليتكس","haver","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","10/6/2025 9:02:31 AM",""
"179f7c36-5c7e-46a2-7ac8-08de049c57c6","f45c2040-d061-4e4c-c883-08de049c57c4","3f39dd1b-d75b-43c3-dc22-08dd8ca6e776","True","IATA Connectivity Index Rank","ترتيب دولة قطر في مؤشر اتحاد النقل الجوي الدولي (IATA)","Qatar improved its ranking by 3 places between 2019 and 2024 (from 29 in 2019, to 26 in 2024).","تقدم ترتيب دولة قطر بثلاث مراكز بين العامين 2019 و2024 (من 29 في العام 2019 إلى 26 في العام 2024).","IATA Connectivity Index","(IATA) مؤشر اتحاد النقل الجوي الدولي","00","32","2019","15","2030","IATA Connectivity Index","False","False","","8bff6dcb-b878-4602-8580-62f9f223958a","Rank","الترتيب","rank","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","51a23321-4a52-4b3e-b1f6-85d1073e3ae0","International Air Transport Association (IATA)","الاتحاد الدولي للنقل الجوي","iata","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","086235a4-0f6b-48d1-8de3-11218bbbf1fd","Data Warehouse","مستودع البيانات","dwh","10/6/2025 9:20:55 AM",""
"4a515b1d-54cd-4d10-7acb-08de049c57c6","f5ba2733-9ccd-4bf7-c885-08de049c57c4","e4f6e715-b736-48cb-8ff9-67a5c6febda5","True","Regulatory Quality Index Rank","ترتيب دولة قطر في مؤشر جودة التنظيم","-","-","Regulatory Quality Index","مؤشر جودة التنظيم","0","","","","","","False","False","","3d027509-2bb6-4915-b218-63311478fc3a","NA","غير متاح","NA","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","603b0af1-70bf-4257-8f57-4861e33ae17c","National Planning Council","المجلس الوطني للتخطيط","npc","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","10/6/2025 9:30:29 AM",""
"052b00ec-bf0c-49db-7acc-08de049c57c6","e10eaacf-94aa-49d4-c886-08de049c57c4","fcbf5546-b666-4713-baa8-c378c606f53f","True","B-READY Index Rank","ترتيب دولة قطر في مؤشر جاهزية الأعمال","-","-","B-READY Index Rank","ترتيب دولة قطر في مؤشر جاهزية الأعمال","0","","2024","10","2030","","False","False","","3d027509-2bb6-4915-b218-63311478fc3a","NA","غير متاح","NA","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","603b0af1-70bf-4257-8f57-4861e33ae17c","National Planning Council","المجلس الوطني للتخطيط","npc","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","10/6/2025 9:32:10 AM",""
"b60f7e11-c096-4fab-64ce-08de064080f9","fcdc61e3-9c77-48bf-28ad-08de064080f7","2c5bee26-dd97-427d-f4f5-08dd8ca67e32","True","Logistics Performance Index (LPI) Rank","ترتيب دولة قطر في مؤشر الأداء اللوجستي","Qatar's Logistics Performance Index (LPI) ranking dropped from 30th in 2018 to 34th in 2023, with declines in timeliness and the ease of arranging shipments at competitive prices. This has prompted the sector to focus on reducing import and export times and costs.","تراجع ترتيب دولة قطر أربع درجات في مؤشر الأداء اللوجستي    ، من المركز 30 في العام 2018 إلى المركز 34 في العام 2023. يُعزى هذا التراجع إلى ارتفاع تكلفة شحن البضائع وطول المدة الزمنية اللازمة لشحنها    ، لذلك ترتكز استراتيجية القطاع الحالية على تخفيض تكلفة عمليتي الاستيراد والتصدير وتقليل المدة التي تستغرقها.","Logistics Performance Index (LPI) Rank","ترتيب دولة قطر في مؤشر الأداء اللوجستي","00","34","2023","15","2030","Logistics Performance Index (LPI) Rank","False","False","","8bff6dcb-b878-4602-8580-62f9f223958a","Rank","الترتيب","rank","6b8715ba-be56-493a-8b21-28c104b71b6d","Decrease","انخفاض","decrease","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","7e05a934-023e-4dce-9e97-f38b98f2b55d","World Bank","البنك الدولي","worldbank","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","086235a4-0f6b-48d1-8de3-11218bbbf1fd","Data Warehouse","مستودع البيانات","dwh","10/8/2025 10:58:45 AM",""
"75ff3875-101c-4078-d135-08de096828d7","7dab8934-bec3-4a34-801d-08de096828d5","62a4b61b-5893-4dfa-b489-2dc02c418565","True","Qatari Nationals (Economically Active)","تعداد القطريين (النشيطون اقتصاديًا)","Qatari Nationals (Economically Active)","-","Qatari Nationals (Economically Active)","تعداد القطريين (النشيطون اقتصاديًا)","0","110.354","2020","145.87","2030","","False","False","","2e7c1cb7-7616-4f76-b5ae-0f7a4d681c0b","k","ألف","k","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","603b0af1-70bf-4257-8f57-4861e33ae17c","National Planning Council","المجلس الوطني للتخطيط","npc","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","10/12/2025 2:00:44 PM",""
"d1cc2d84-2557-4443-ce7b-08de268d1812","3cb9c41f-f061-4f05-f4aa-08de268d1810","3f03f072-d5a7-4693-84f4-d638cdbfaf0c","True","Sector Exports","صادرات القطاع","<p>Sector Exports refers to the value of goods and services exported from a specific sector of the economy. It represents the share of exports generated by industries like manufacturing, agriculture, or services, contributing to a country's overall trade balance. This indicator helps assess the global competitiveness and economic health of specific sectors, as well as the diversification of export activities within an economy</p>","<p>يقيس مؤشر صادرات القطاع قيمة الإجمالية للسلع والخدمات التي يتم تصديرها من قطاع اقتصادي معين. ويعكس هذا المؤشر حصة الصادرات التي تحققها القطاعات المختلفة مثل التصنيع والزراعة والخدمات   ، بما يسهم في الميزان التجاري للدولة. كما يساعد على تقييم القدرة التنافسية العالمية للقطاعات المختلفة صحتها الاقتصادية   ، وقياس مدى تنوع الأنشطة التصديرية داخل الدولة</p>","Sector Exports","صادرات القطاع","0.0","32.4","2020","170","2030","","False","False","","b4689657-7066-4e3c-a609-fa59fb68104c","m QAR","مليون ريال قطري","m QAR","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","603b0af1-70bf-4257-8f57-4861e33ae17c","National Planning Council","المجلس الوطني للتخطيط","npc","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","11/19/2025 7:54:17 AM",""
"8f03a937-bb54-423d-1e8e-08de2a61dd8c","af220032-2e2a-4521-d1eb-08de2a61dd80","2f73c42a-8772-4988-a0e0-db51186b0dbe","True","Number of Medical Tourists","عدد زوّار السياحة العلاجية","<p>-</p>","<p>-</p>","Number of Medical Tourists","عدد زوّار السياحة العلاجية","0","","2023","100","2030","","False","False","","2e7c1cb7-7616-4f76-b5ae-0f7a4d681c0b","k","ألف","k","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","6f741451-7d19-480b-9493-3653cb304a23","Ministry Of Public Health","وزارة الصحة العامة","moph","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","11/24/2025 1:25:55 PM",""
"da69737e-c25d-463d-19f3-08de34c36766","a9d5aa30-94b9-4e6d-9425-08de34c3675b","b593aaf6-08f4-45b2-aae0-60891acaa601","True","Qataris Graduating from STEM ( share of all Qataris graduates )","نسبة القطريين المتخرجين من تخصصات العلوم      ، تكنولوجيا المعلومات      ، الهندسة      ، والرياضيات )نسبة من أصل جميع الخريجين القطريين(","<p>-</p>","<p>-</p>","Qataris Graduating from STEM ( share of all Qataris graduates )","نسبة القطريين المتخرجين من تخصصات العلوم                                     ، تكنولوجيا المعلومات                                     ، الهندسة                                     ، والرياضيات (نسبة من أصل جميع الخريجين القطريين)","0.00","11.95","2021","16","2030","","False","False","","a4ede074-5957-46ab-a6e6-341e291f2080","%","%","%","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","0be7cb31-3121-4ca0-a0bc-bd2425fc643f","Ministry Of Education And Higher Education","وزارة التربية والتعليم العالي","mehe","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","12/6/2025 3:35:55 PM",""
"003b873d-ea5d-467f-19f5-08de34c36766","452b585c-af2e-4941-9427-08de34c3675b","febcd603-00b4-4779-b051-096dba30cba1","True","In-Destination Spend","إنفاق السائح","-","-","In-Destination Spend","إنفاق السائح","0","10","2021","34","2030","","False","False","","1c948c21-21b6-426d-8aa0-b1fb90f3c1f9","bn QAR","مليار رق","bn QAR","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","6923fe2e-03f2-459b-817c-a1b94d592f95","Qatar Tourism","قطر للسياحة","qt","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","12/8/2025 11:05:01 AM",""
"ba5871a1-f81c-43c3-c7bd-08de3ade590a","87c2a5a9-f54f-49ff-7b82-08de3ade5903","5888e968-c08a-474d-893b-de63b95a779b","True","Sector Exports - Freight","صادرات القطاع - الشحن","Sector Exports - Freight this term typically refers to the export value of goods and services provided by the cargo transport sector. It encompasses the international movement of goods via various modes of transport, including sea, air, land, and rail.","<p>يشير هذا المصطلح إلى قيمة الصادرات من السلع والخدمات المقدمة من قطاع نقل البضائع   ، ويشمل الحركة الدولية للبضائع عبر وسائل النقل المختلفة   ، بما في ذلك البحر   ، والجو   ، والبر   ، والسكك الحديدية.</p>","Sector Exports - Freight","صادرات القطاع - الشحن","bn0.0000","2.63","2021","3.31","2030","Sector Exports - Freight","False","False","","06b275ce-19b8-4d37-96bd-c0d58533add9","QAR","ر.ق","qar","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","1d67db34-e759-4b18-ad15-0820d1e99791","Numeric","رقمية","numeric","e8901fdc-ee6a-4d68-979e-7a05b06cf6b4","World Trade Organization","منظمة التجارة العالمية","wto","7cf442e4-1792-4837-a26c-2b99be6cb3e3","Sum","مجموع","sum","086235a4-0f6b-48d1-8de3-11218bbbf1fd","Data Warehouse","مستودع البيانات","dwh","12/14/2025 10:04:02 AM",""
"2de3026a-0e3e-464c-2db3-08de5bf72338","2a3215db-daef-4634-56be-08de5bf72336","0314bcac-19a6-45ff-a175-9892b1e8ce5a","True","MSCI Rank","ترتيب دولة قطر في مؤشر ""مورجان ستانلي كابيتال إنترناشيونال""","MSCI Rating refers to the Environmental, Social, and Governance (ESG) rating provided by MSCI Inc., a global financial services company. It evaluates how well a company or country manages ESG risks and opportunities compared to peers in the same industry.","<p>يشير تصنيف مورجان ستانلي كابيتال إنترناشيونال إلى تصنيف البيئة والمجتمع والحوكمة الصادر عن شركة مورجان ستانلي كابيتال إنترناشيونال وهي شركة عالمية متخصصة في الخدمات المالية. ويقيّم هذا التصنيف مدى كفاءة الشركة أو الدولة في إدارة مخاطر وفرص البيئة والمجتمع والحوكمة  ، مقارنةً بنظرائها ضمن القطاع نفسه.</p>","MSCI Rank","ترتيب دولة قطر في مؤشر ""مورجان ستانلي كابيتال إنترناشيونال""","0","{""en"":""Emerging"",""ar"":""ناشئة""}","2020","{""en"":""Developed"",""ar"":""متقدمة""}","2030","","False","False","","3d027509-2bb6-4915-b218-63311478fc3a","NA","غير متاح","NA","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","5834adc0-5ca2-42f1-8023-36b23ef65efc","Text","نصية","text","aecb4597-884d-4c4b-a120-ff0933e39ca9","Morgan Stanley Capital International","مورغان ستانلي كابيتال إنترناشيونال (MSCI)","msci","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","1/27/2026 11:58:25 AM",""
"9ea5b67b-0a74-428b-9652-08de66e6ef19","8889b67b-664a-4680-8443-08de66e6ef17","a67ebc0c-9099-4be7-b956-48880cfd8c28","False","Sugar","السكر","<p>-</p>","<p>-</p>","Sugar","السكر","0.0","","","","","","False","False","","9fbac876-c184-4f6e-2cc5-08de0ba69837","months","أشهر","months","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","5834adc0-5ca2-42f1-8023-36b23ef65efc","Text","نصية","text","f2dad1ed-1827-454e-9033-215230a52707","Ministry Of Municipality","وزارة البلدية","mom","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","2/8/2026 10:51:57 AM",""
"38f70459-2b6a-44e3-9653-08de66e6ef19","8889b67b-664a-4680-8443-08de66e6ef17","0fded7d6-5461-4266-a7c5-1afbeb561142","True","Onions","البصل","<p>-</p>","<p>-</p>","Onions","البصل","0.0","{""en"":""1"",""ar"":""1""}","2022","","","","False","False","","9fbac876-c184-4f6e-2cc5-08de0ba69837","months","أشهر","months","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","5834adc0-5ca2-42f1-8023-36b23ef65efc","Text","نصية","text","f2dad1ed-1827-454e-9033-215230a52707","Ministry Of Municipality","وزارة البلدية","mom","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","2/8/2026 10:51:57 AM",""
"b825d0f0-08ee-4e95-9654-08de66e6ef19","8889b67b-664a-4680-8443-08de66e6ef17","6388eb3c-6665-41ef-90a9-1739af3f307d","False","Oil","زيت الطعام","<p>-</p>","<p>-</p>","Oil","زيت الطعام","0.0","{""en"":""3"",""ar"":""3""}","2023","","","","False","False","","9fbac876-c184-4f6e-2cc5-08de0ba69837","months","أشهر","months","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","5834adc0-5ca2-42f1-8023-36b23ef65efc","Text","نصية","text","f2dad1ed-1827-454e-9033-215230a52707","Ministry Of Municipality","وزارة البلدية","mom","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","2/8/2026 10:51:57 AM",""
"44b0264d-629c-474e-9655-08de66e6ef19","8889b67b-664a-4680-8443-08de66e6ef17","27c621c3-6aae-41b5-9701-a6d82a0ace61","False","Frozen Chicken","الدواجن المجمدة","<p>-</p>","<p>-</p>","Frozen Chicken","الدواجن المجمدة","0.0","{""en"":""2"",""ar"":""2""}","2022","","","","False","False","","9fbac876-c184-4f6e-2cc5-08de0ba69837","months","أشهر","months","01ceed6f-d4e2-492d-926b-176b9c7cb3b6","Increase","زيادة","increase","5834adc0-5ca2-42f1-8023-36b23ef65efc","Text","نصية","text","f2dad1ed-1827-454e-9033-215230a52707","Ministry Of Municipality","وزارة البلدية","mom","d4fcceee-b555-4b9f-b78f-027d74f0dd16","None","لا شيء","none","4bf72625-9589-4588-913c-f36d5c7b2423","Manual","يدوياً","manual","2/8/2026 10:51:57 AM",""
